<<<<<<< Updated upstream
<1> <BI343KX> <18/01/2026 23:50:13.021>
<2> <BI343KX> <18/01/2026 23:58:13.867>
<3> <BI343KX> <19/01/2026 00:05:10.052>
<4> <BI343KX> <19/01/2026 00:12:56.857>
<3> <UP550DA> <19/01/2026 00:04:04.277>
<4> <UP550DA> <19/01/2026 00:15:57.149>
<3> <RQ071DV> <18/01/2026 23:58:49.347>
<4> <RQ071DV> <19/01/2026 00:09:54.633>
<2> <BI251KZ> <18/01/2026 23:50:01.276>
<3> <XU867LF> <19/01/2026 00:05:15.708>
<4> <XU867LF> <19/01/2026 00:12:31.792>
<5> <XU867LF> <19/01/2026 00:19:14.304>
<5> <LD080CG> <19/01/2026 00:21:03.620>
<6> <LD080CG> <19/01/2026 00:30:30.558>
<1> <QK900ME> <18/01/2026 23:48:43.356>
<2> <QK900ME> <18/01/2026 23:57:40.669>
<3> <QK900ME> <19/01/2026 00:06:32.439>
<3> <KB002CR> <19/01/2026 00:11:51.847>
<4> <KB002CR> <19/01/2026 00:21:26.255>
<1> <WL838LJ> <18/01/2026 23:43:01.683>
<2> <WL838LJ> <18/01/2026 23:52:20.263>
<3> <WL838LJ> <19/01/2026 00:03:45.977>
<4> <WL838LJ> <19/01/2026 00:13:42.113>
<1> <HP896AV> <18/01/2026 23:47:56.998>
<2> <HP896AV> <18/01/2026 23:57:06.616>
<3> <HP896AV> <19/01/2026 00:06:25.066>
<4> <HP896AV> <19/01/2026 00:15:51.608>
<2> <RH394AF> <18/01/2026 23:52:33.862>
<5> <CX830VH> <19/01/2026 00:29:36.920>
<1> <RL311OL> <18/01/2026 23:47:08.486>
<2> <RL311OL> <19/01/2026 00:00:17.918>
<3> <RL311OL> <19/01/2026 00:11:55.015>
<4> <RL311OL> <19/01/2026 00:20:09.497>
<5> <RL311OL> <19/01/2026 00:27:08.475>
<5> <ZZ861YE> <19/01/2026 00:24:05.222>
<6> <ZZ861YE> <19/01/2026 00:31:38.052>
<5> <OP898CQ> <19/01/2026 00:16:18.988>
<6> <AI781MS> <19/01/2026 00:26:44.668>
<2> <IE127GO> <18/01/2026 23:57:35.491>
<5> <AM842BL> <19/01/2026 00:23:49.783>
<4> <UA347CQ> <19/01/2026 00:14:06.549>
<3> <QR052EL> <19/01/2026 00:00:01.799>
<4> <QR052EL> <19/01/2026 00:06:28.965>
<5> <FB445OW> <19/01/2026 00:30:02.482>
<3> <JA307RH> <19/01/2026 00:04:47.683>
<4> <XP487MH> <19/01/2026 00:13:29.693>
<5> <XP487MH> <19/01/2026 00:21:17.225>
<6> <OJ273PV> <19/01/2026 00:24:52.067>
<2> <AY249XG> <19/01/2026 00:05:02.919>
<3> <AY249XG> <19/01/2026 00:12:10.948>
<4> <AY249XG> <19/01/2026 00:19:55.299>
<5> <IC617IK> <19/01/2026 00:34:14.645>
<1> <PB538QH> <18/01/2026 23:47:03.141>
<2> <PB538QH> <18/01/2026 23:54:59.999>
<2> <EC912UN> <18/01/2026 23:55:49.422>
<2> <BU786SQ> <18/01/2026 23:55:58.076>
<3> <BU786SQ> <19/01/2026 00:04:32.002>
<4> <RN084GE> <19/01/2026 00:08:19.783>
<3> <AP516DD> <19/01/2026 00:04:06.087>
<4> <AP516DD> <19/01/2026 00:16:47.197>
<5> <AP516DD> <19/01/2026 00:27:04.525>
<6> <AP516DD> <19/01/2026 00:37:17.492>
<4> <FT951ZA> <19/01/2026 00:19:42.692>
<3> <FI709HB> <19/01/2026 00:08:57.690>
<4> <FI709HB> <19/01/2026 00:15:26.879>
<5> <FI709HB> <19/01/2026 00:24:35.081>
<4> <SW360FY> <19/01/2026 00:16:24.550>
<1> <VT197GW> <18/01/2026 23:48:05.499>
<2> <VT197GW> <18/01/2026 23:56:08.720>
<3> <VT197GW> <19/01/2026 00:04:51.974>
<1> <QE817ZH> <18/01/2026 23:48:44.819>
<2> <QE817ZH> <18/01/2026 23:56:47.400>
<3> <QE817ZH> <19/01/2026 00:04:32.308>
<4> <QE817ZH> <19/01/2026 00:15:32.917>
<5> <QE817ZH> <19/01/2026 00:22:26.710>
<5> <UA237EU> <19/01/2026 00:22:55.808>
<4> <IQ010IQ> <19/01/2026 00:26:43.251>
<2> <FX200ET> <18/01/2026 23:58:45.179>
<3> <KO238VU> <19/01/2026 00:09:04.230>
<4> <KO238VU> <19/01/2026 00:19:26.135>
<1> <IC428IM> <18/01/2026 23:49:44.097>
<2> <IC428IM> <18/01/2026 23:58:29.527>
<3> <IC428IM> <19/01/2026 00:05:40.684>
<4> <IC428IM> <19/01/2026 00:12:59.395>
<5> <IC428IM> <19/01/2026 00:20:20.682>
<3> <MP858VQ> <19/01/2026 00:12:15.815>
<4> <MP858VQ> <19/01/2026 00:23:50.590>
<5> <MP858VQ> <19/01/2026 00:34:49.600>
<2> <QR116LO> <18/01/2026 23:53:20.328>
<3> <QR116LO> <19/01/2026 00:01:30.868>
<4> <QR116LO> <19/01/2026 00:10:35.646>
<5> <QR116LO> <19/01/2026 00:19:09.932>
<1> <RB012YC> <18/01/2026 23:47:30.953>
<2> <RB012YC> <18/01/2026 23:56:01.187>
<3> <RB012YC> <19/01/2026 00:06:24.317>
<1> <IU114AS> <18/01/2026 23:53:56.810>
<2> <IU114AS> <19/01/2026 00:02:53.604>
<3> <IU114AS> <19/01/2026 00:09:43.088>
<1> <VB364NQ> <18/01/2026 23:50:18.193>
<2> <AV643PB> <19/01/2026 00:08:15.234>
<2> <GO627WC> <18/01/2026 23:57:21.449>
<3> <GO627WC> <19/01/2026 00:07:03.379>
<3> <VS023GT> <19/01/2026 00:10:25.088>
<4> <VS023GT> <19/01/2026 00:20:41.039>
<5> <VS023GT> <19/01/2026 00:32:23.204>
<0> <YU172CU> <18/01/2026 23:41:48.663>
<1> <YU172CU> <18/01/2026 23:49:38.299>
<2> <YU172CU> <18/01/2026 23:56:18.299>
<3> <YU172CU> <19/01/2026 00:02:49.718>
<4> <YU172CU> <19/01/2026 00:11:15.632>
<5> <YU172CU> <19/01/2026 00:23:18.098>
<4> <UJ409DL> <19/01/2026 00:18:51.198>
<4> <YH023DB> <19/01/2026 00:09:28.910>
<5> <YH023DB> <19/01/2026 00:16:58.208>
<3> <FQ238LC> <19/01/2026 00:02:53.434>
<4> <FQ238LC> <19/01/2026 00:09:24.739>
<5> <FQ238LC> <19/01/2026 00:17:49.979>
<6> <FQ238LC> <19/01/2026 00:30:35.937>
<6> <GH636HV> <19/01/2026 00:36:20.413>
<3> <AB141YV> <19/01/2026 00:04:28.935>
<4> <AB141YV> <19/01/2026 00:13:51.435>
<1> <OS517UC> <18/01/2026 23:48:41.858>
<2> <OS517UC> <18/01/2026 23:57:33.759>
<3> <OS517UC> <19/01/2026 00:09:43.649>
<4> <OS517UC> <19/01/2026 00:20:52.071>
<3> <PC498DF> <19/01/2026 00:12:19.422>
<3> <LJ141AP> <19/01/2026 00:12:08.614>
<4> <LJ141AP> <19/01/2026 00:23:12.640>
<5> <LJ141AP> <19/01/2026 00:30:44.804>
<3> <VB602HG> <19/01/2026 00:12:54.217>
<4> <VB602HG> <19/01/2026 00:20:20.084>
<5> <VB602HG> <19/01/2026 00:27:12.676>
<6> <VB602HG> <19/01/2026 00:34:08.409>
<2> <JT555MB> <19/01/2026 00:08:50.996>
<3> <JT555MB> <19/01/2026 00:15:52.110>
<4> <JT555MB> <19/01/2026 00:22:11.058>
<5> <JT555MB> <19/01/2026 00:28:30.005>
<2> <EX803IO> <19/01/2026 00:00:03.664>
<3> <EX803IO> <19/01/2026 00:11:15.255>
<4> <EX803IO> <19/01/2026 00:18:09.048>
<5> <EX803IO> <19/01/2026 00:24:55.704>
<3> <OU650FH> <19/01/2026 00:03:54.660>
<4> <OU650FH> <19/01/2026 00:11:32.709>
<5> <OU650FH> <19/01/2026 00:25:49.205>
<0> <KK775XZ> <18/01/2026 23:43:41.087>
<1> <KK775XZ> <18/01/2026 23:54:22.622>
<2> <KK775XZ> <19/01/2026 00:04:35.335>
<0> <EM851YS> <18/01/2026 23:43:44.628>
<1> <EM851YS> <18/01/2026 23:53:28.567>
<0> <ZI102GX> <18/01/2026 23:43:10.681>
<1> <ZI102GX> <18/01/2026 23:50:57.770>
<2> <ZI102GX> <19/01/2026 00:00:17.261>
<3> <ZI102GX> <19/01/2026 00:11:35.043>
<2> <GB156BW> <18/01/2026 23:58:27.105>
<3> <GB156BW> <19/01/2026 00:11:09.194>
<4> <GB156BW> <19/01/2026 00:22:28.306>
<6> <VS028FE> <19/01/2026 00:42:30.871>
<1> <OJ524FI> <18/01/2026 23:56:18.827>
<2> <OJ524FI> <19/01/2026 00:07:52.427>
<3> <OJ524FI> <19/01/2026 00:14:15.406>
<4> <OJ524FI> <19/01/2026 00:23:24.851>
<5> <OJ524FI> <19/01/2026 00:34:19.988>
<6> <OJ524FI> <19/01/2026 00:42:28.523>
<1> <NO016FO> <18/01/2026 23:49:48.805>
<2> <NO016FO> <19/01/2026 00:00:28.833>
<3> <NO016FO> <19/01/2026 00:13:18.890>
<4> <NO016FO> <19/01/2026 00:23:07.787>
<5> <NO016FO> <19/01/2026 00:30:34.992>
<2> <TU826DF> <19/01/2026 00:05:04.362>
<3> <TU826DF> <19/01/2026 00:14:35.791>
<4> <TU826DF> <19/01/2026 00:23:24.957>
<5> <TU826DF> <19/01/2026 00:31:44.957>
<0> <JY358LW> <18/01/2026 23:43:21.016>
<1> <JY358LW> <18/01/2026 23:50:25.154>
<2> <JY358LW> <18/01/2026 23:58:17.932>
<3> <JY358LW> <19/01/2026 00:09:42.785>
<4> <JY358LW> <19/01/2026 00:18:10.000>
<4> <YJ462FB> <19/01/2026 00:18:45.018>
<5> <YJ462FB> <19/01/2026 00:27:31.637>
<6> <JV947PP> <19/01/2026 00:39:53.525>
<0> <JI030HT> <18/01/2026 23:43:30.780>
<1> <JI030HT> <18/01/2026 23:50:34.918>
<2> <JI030HT> <19/01/2026 00:00:21.618>
<3> <JI030HT> <19/01/2026 00:09:33.661>
<4> <JI030HT> <19/01/2026 00:16:46.638>
<5> <JI030HT> <19/01/2026 00:24:39.884>
<6> <JI030HT> <19/01/2026 00:33:27.532>
<6> <XR809ZB> <19/01/2026 00:41:19.596>
<5> <NK569GO> <19/01/2026 00:26:41.918>
<4> <IT184GY> <19/01/2026 00:25:52.380>
<5> <IT184GY> <19/01/2026 00:33:10.849>
<0> <DD798VX> <18/01/2026 23:44:07.988>
<1> <DD798VX> <18/01/2026 23:52:02.974>
<2> <DD798VX> <18/01/2026 23:58:38.578>
<3> <DD798VX> <19/01/2026 00:06:57.214>
<4> <DD798VX> <19/01/2026 00:17:41.252>
<5> <DD798VX> <19/01/2026 00:31:24.567>
<3> <KW897YI> <19/01/2026 00:12:39.443>
<4> <KW897YI> <19/01/2026 00:19:06.540>
<5> <KW897YI> <19/01/2026 00:25:39.924>
<1> <HM895KE> <18/01/2026 23:55:24.163>
<2> <HM895KE> <19/01/2026 00:05:58.511>
<3> <HM895KE> <19/01/2026 00:16:35.846>
<4> <HM895KE> <19/01/2026 00:27:44.471>
<5> <HM895KE> <19/01/2026 00:34:22.350>
<2> <LD276SQ> <18/01/2026 23:58:36.280>
<2> <LA901OB> <19/01/2026 00:02:09.307>
<3> <LA901OB> <19/01/2026 00:12:55.131>
<5> <ZL313IX> <19/01/2026 00:30:32.713>
<4> <OP512HE> <19/01/2026 00:20:47.471>
<5> <OP512HE> <19/01/2026 00:33:43.294>
<4> <MJ850PG> <19/01/2026 00:26:22.190>
<5> <MJ850PG> <19/01/2026 00:33:45.793>
<6> <MA819WD> <19/01/2026 00:39:28.846>
<2> <RM608EY> <19/01/2026 00:04:06.046>
<3> <RM608EY> <19/01/2026 00:14:49.531>
<4> <RM608EY> <19/01/2026 00:21:38.622>
<5> <YY507TF> <19/01/2026 00:30:11.130>
<2> <OS225SH> <19/01/2026 00:02:14.467>
<3> <OS225SH> <19/01/2026 00:10:31.827>
<4> <OS225SH> <19/01/2026 00:20:22.851>
<1> <WO848SE> <18/01/2026 23:55:10.296>
<2> <WO848SE> <19/01/2026 00:04:45.202>
<3> <WO848SE> <19/01/2026 00:13:01.041>
<4> <WO848SE> <19/01/2026 00:21:04.042>
<5> <WO848SE> <19/01/2026 00:30:23.034>
<6> <WO848SE> <19/01/2026 00:39:17.296>
<1> <HU664XP> <18/01/2026 23:54:47.725>
<2> <HU664XP> <19/01/2026 00:01:08.677>
<3> <HU664XP> <19/01/2026 00:12:49.281>
<4> <HU664XP> <19/01/2026 00:21:59.646>
<5> <HU664XP> <19/01/2026 00:34:45.604>
<4> <KM975UA> <19/01/2026 00:19:08.502>
<3> <UC122NL> <19/01/2026 00:17:23.721>
<4> <UC122NL> <19/01/2026 00:30:24.943>
<1> <QA244IW> <18/01/2026 23:55:46.075>
<2> <QA244IW> <19/01/2026 00:07:44.661>
<3> <QA244IW> <19/01/2026 00:18:12.729>
<4> <QA244IW> <19/01/2026 00:25:31.753>
<5> <QA244IW> <19/01/2026 00:34:47.947>
<6> <QA244IW> <19/01/2026 00:45:19.526>
<6> <ZZ433CX> <19/01/2026 00:37:00.538>
<2> <MK863VC> <19/01/2026 00:02:11.381>
<5> <VH461LW> <19/01/2026 00:34:47.621>
<2> <WM033ZA> <19/01/2026 00:05:59.527>
<1> <DI353OM> <18/01/2026 23:57:39.426>
<2> <DI353OM> <19/01/2026 00:05:44.498>
<3> <DI353OM> <19/01/2026 00:12:45.551>
<4> <DI353OM> <19/01/2026 00:20:45.520>
<6> <RF482OC> <19/01/2026 00:45:00.325>
<0> <UV187VA> <18/01/2026 23:46:22.581>
<1> <UV187VA> <18/01/2026 23:54:31.323>
<2> <UV187VA> <19/01/2026 00:01:57.194>
<4> <MO293QL> <19/01/2026 00:22:34.432>
<6> <CH497NX> <19/01/2026 00:42:27.052>
<1> <UD536UN> <18/01/2026 23:58:35.483>
<2> <UD536UN> <19/01/2026 00:05:41.518>
<3> <UD536UN> <19/01/2026 00:13:11.388>
<4> <UD536UN> <19/01/2026 00:24:56.949>
<5> <UD536UN> <19/01/2026 00:34:56.531>
<1> <BC723ZB> <18/01/2026 23:57:53.688>
<4> <NB546BN> <19/01/2026 00:20:06.515>
<5> <NB546BN> <19/01/2026 00:27:25.540>
<6> <YK679HP> <19/01/2026 00:40:22.880>
<3> <MJ494DQ> <19/01/2026 00:11:27.785>
<4> <MJ494DQ> <19/01/2026 00:18:35.139>
<3> <FI886TF> <19/01/2026 00:18:40.417>
<4> <FI886TF> <19/01/2026 00:25:13.859>
<3> <EY195FC> <19/01/2026 00:13:01.565>
<4> <EY195FC> <19/01/2026 00:19:43.207>
<5> <EY195FC> <19/01/2026 00:27:51.137>
<1> <HW961FD> <18/01/2026 23:56:59.465>
<2> <HW961FD> <19/01/2026 00:05:47.018>
<3> <HW961FD> <19/01/2026 00:18:17.958>
<4> <HW961FD> <19/01/2026 00:29:33.779>
<5> <HW961FD> <19/01/2026 00:39:59.743>
<1> <YQ512GK> <18/01/2026 23:55:43.148>
<2> <YQ512GK> <19/01/2026 00:08:41.105>
<3> <YQ512GK> <19/01/2026 00:20:44.797>
<3> <DB135ZQ> <19/01/2026 00:16:50.184>
<4> <DB135ZQ> <19/01/2026 00:24:26.969>
<5> <DB135ZQ> <19/01/2026 00:31:39.846>
<6> <DB135ZQ> <19/01/2026 00:38:48.417>
<4> <FB959EQ> <19/01/2026 00:17:32.408>
<3> <EF124RL> <19/01/2026 00:10:07.138>
<4> <EF124RL> <19/01/2026 00:18:17.336>
<2> <QZ150KB> <19/01/2026 00:03:23.539>
<3> <QZ150KB> <19/01/2026 00:14:07.317>
<4> <QZ150KB> <19/01/2026 00:22:45.303>
<1> <EX832TK> <18/01/2026 23:56:44.246>
<2> <EX832TK> <19/01/2026 00:08:07.047>
<3> <EX832TK> <19/01/2026 00:14:30.026>
<1> <NJ942HX> <18/01/2026 23:56:23.413>
<2> <NJ942HX> <19/01/2026 00:04:45.317>
<3> <NJ942HX> <19/01/2026 00:12:59.016>
<4> <NJ942HX> <19/01/2026 00:21:26.795>
<2> <KC816KU> <19/01/2026 00:07:24.585>
<3> <KC816KU> <19/01/2026 00:18:34.266>
<4> <KC816KU> <19/01/2026 00:30:45.423>
<5> <KC816KU> <19/01/2026 00:41:16.318>
<5> <WL782DQ> <19/01/2026 00:25:52.879>
<2> <ZL946OI> <19/01/2026 00:10:02.494>
<4> <VN701IJ> <19/01/2026 00:32:52.239>
<5> <UE094MO> <19/01/2026 00:36:28.896>
<3> <BE018IH> <19/01/2026 00:13:58.847>
<3> <IJ095UQ> <19/01/2026 00:15:30.808>
<4> <IJ095UQ> <19/01/2026 00:23:43.123>
<6> <NH083DE> <19/01/2026 00:38:37.024>
<2> <GJ899VZ> <19/01/2026 00:16:11.495>
<3> <GJ899VZ> <19/01/2026 00:23:49.974>
<4> <GJ899VZ> <19/01/2026 00:30:34.469>
<2> <XU755YL> <19/01/2026 00:09:25.367>
<3> <XU755YL> <19/01/2026 00:17:49.037>
<4> <XU755YL> <19/01/2026 00:25:49.037>
<6> <WM675QU> <19/01/2026 00:44:22.587>
<5> <YM451NU> <19/01/2026 00:38:26.465>
<6> <YM451NU> <19/01/2026 00:46:32.951>
<1> <LW869AP> <18/01/2026 23:58:43.042>
<1> <SI991XR> <19/01/2026 00:00:32.001>
<2> <SI991XR> <19/01/2026 00:11:23.385>
<3> <SI991XR> <19/01/2026 00:22:09.027>
<1> <QP230XC> <18/01/2026 23:56:58.356>
<2> <QP230XC> <19/01/2026 00:04:34.853>
<3> <QP230XC> <19/01/2026 00:11:36.362>
<4> <KB780CS> <19/01/2026 00:25:23.944>
<5> <KB780CS> <19/01/2026 00:34:01.930>
<5> <MQ350VG> <19/01/2026 00:35:32.885>
<5> <TK776CK> <19/01/2026 00:30:08.193>
<1> <QZ275QU> <18/01/2026 23:57:28.640>
<2> <QZ275QU> <19/01/2026 00:09:13.452>
<3> <QZ275QU> <19/01/2026 00:18:04.245>
<4> <QZ275QU> <19/01/2026 00:26:32.733>
<5> <QZ275QU> <19/01/2026 00:34:36.483>
<3> <UG964JT> <19/01/2026 00:10:42.942>
<4> <NH796XI> <19/01/2026 00:26:38.407>
<2> <PG909XI> <19/01/2026 00:10:45.043>
<3> <PG909XI> <19/01/2026 00:18:01.407>
<4> <PG909XI> <19/01/2026 00:25:56.967>
<5> <PG909XI> <19/01/2026 00:37:13.567>
<1> <FA137EC> <18/01/2026 23:57:01.123>
<2> <FA137EC> <19/01/2026 00:03:45.805>
<3> <WV426MP> <19/01/2026 00:14:37.108>
<4> <WV426MP> <19/01/2026 00:25:02.377>
<5> <WV426MP> <19/01/2026 00:34:03.730>
<5> <EA433CL> <19/01/2026 00:31:23.006>
<3> <UY794XI> <19/01/2026 00:13:10.510>
<4> <UY794XI> <19/01/2026 00:22:14.260>
<5> <UY794XI> <19/01/2026 00:37:07.483>
<1> <KP003AB> <19/01/2026 00:00:14.463>
<3> <ZM827GC> <19/01/2026 00:16:21.206>
<4> <TE586PO> <19/01/2026 00:30:30.344>
<5> <TE586PO> <19/01/2026 00:42:09.405>
<4> <XD732UT> <19/01/2026 00:22:08.128>
<5> <XD732UT> <19/01/2026 00:33:29.285>
<6> <XD732UT> <19/01/2026 00:42:52.311>
<3> <HU563IQ> <19/01/2026 00:22:42.768>
<4> <HU563IQ> <19/01/2026 00:29:27.263>
<5> <HU563IQ> <19/01/2026 00:36:11.757>
<1> <LS449VT> <18/01/2026 23:58:44.303>
<2> <LS449VT> <19/01/2026 00:05:56.188>
<3> <LS449VT> <19/01/2026 00:13:51.061>
<2> <NS344JI> <19/01/2026 00:11:17.060>
<3> <NS344JI> <19/01/2026 00:20:59.595>
<4> <NS344JI> <19/01/2026 00:30:26.524>
<5> <NS344JI> <19/01/2026 00:37:24.757>
<1> <ZO724LU> <18/01/2026 23:58:51.954>
<2> <ZO724LU> <19/01/2026 00:08:28.588>
<1> <RI041FH> <19/01/2026 00:01:35.634>
<2> <RI041FH> <19/01/2026 00:09:11.330>
<6> <DM779QK> <19/01/2026 00:47:39.564>
<4> <TZ241UC> <19/01/2026 00:25:28.021>
<5> <TZ241UC> <19/01/2026 00:32:53.388>
<6> <TZ241UC> <19/01/2026 00:44:43.765>
<3> <FV663IA> <19/01/2026 00:15:16.624>
<4> <FV663IA> <19/01/2026 00:25:39.377>
<5> <YM720RS> <19/01/2026 00:36:44.209>
<6> <YM720RS> <19/01/2026 00:43:03.156>
<4> <CO790TO> <19/01/2026 00:24:15.559>
<5> <CO790TO> <19/01/2026 00:33:01.699>
<5> <MS635BM> <19/01/2026 00:37:59.087>
<5> <YG116ZP> <19/01/2026 00:37:29.867>
<2> <CK353SA> <19/01/2026 00:12:11.401>
<6> <IQ903XQ> <19/01/2026 00:51:46.187>
<5> <RC799RD> <19/01/2026 00:35:09.663>
<1> <QS836HE> <19/01/2026 00:00:55.560>
<2> <QS836HE> <19/01/2026 00:08:53.629>
<3> <QS836HE> <19/01/2026 00:21:08.322>
<1> <UF245XK> <18/01/2026 23:59:37.995>
<2> <UF245XK> <19/01/2026 00:06:51.631>
<3> <UF245XK> <19/01/2026 00:15:07.995>
<4> <UF245XK> <19/01/2026 00:25:28.372>
<4> <EE627MQ> <19/01/2026 00:24:12.707>
<2> <UQ233YL> <19/01/2026 00:15:30.700>
<3> <UQ233YL> <19/01/2026 00:23:46.462>
<4> <UQ233YL> <19/01/2026 00:32:34.759>
<5> <EQ733JH> <19/01/2026 00:38:36.144>
<0> <HA732PF> <18/01/2026 23:53:03.709>
<1> <HA732PF> <18/01/2026 23:59:36.262>
<2> <IY077YE> <19/01/2026 00:09:41.123>
<3> <IY077YE> <19/01/2026 00:17:25.639>
<2> <HA753MT> <19/01/2026 00:12:40.437>
<3> <HA753MT> <19/01/2026 00:20:40.437>
<4> <HA753MT> <19/01/2026 00:28:57.580>
<6> <TZ904DY> <19/01/2026 00:37:11.121>
<2> <AY803CW> <19/01/2026 00:13:39.376>
<3> <AY803CW> <19/01/2026 00:22:10.211>
<4> <AY803CW> <19/01/2026 00:33:47.976>
<5> <AY803CW> <19/01/2026 00:44:14.711>
<6> <AY803CW> <19/01/2026 00:51:45.152>
<6> <SH782AJ> <19/01/2026 00:41:16.752>
<3> <SW232WZ> <19/01/2026 00:26:31.750>
<4> <SW232WZ> <19/01/2026 00:33:13.440>
<5> <SW232WZ> <19/01/2026 00:40:40.645>
<6> <SW232WZ> <19/01/2026 00:49:12.774>
<6> <SZ907QO> <19/01/2026 00:49:07.685>
<5> <BF302TC> <19/01/2026 00:48:40.878>
<1> <DU400YM> <19/01/2026 00:03:53.279>
<2> <DU400YM> <19/01/2026 00:14:49.272>
<3> <DU400YM> <19/01/2026 00:23:05.824>
<1> <DB735OY> <19/01/2026 00:02:01.922>
<2> <DB735OY> <19/01/2026 00:09:26.324>
<3> <DB735OY> <19/01/2026 00:17:29.545>
<4> <DB735OY> <19/01/2026 00:26:10.113>
<5> <DB735OY> <19/01/2026 00:35:50.758>
<4> <OP793ZB> <19/01/2026 00:23:30.207>
<5> <OP793ZB> <19/01/2026 00:31:14.723>
<6> <OP793ZB> <19/01/2026 00:42:23.626>
<5> <GV740SD> <19/01/2026 00:43:49.601>
<4> <XT333CE> <19/01/2026 00:24:08.721>
<5> <XT333CE> <19/01/2026 00:32:52.510>
<6> <XT333CE> <19/01/2026 00:43:24.089>
<5> <SP576VA> <19/01/2026 00:36:47.813>
<2> <YO134VX> <19/01/2026 00:14:04.866>
<3> <YO134VX> <19/01/2026 00:26:21.631>
<4> <YO134VX> <19/01/2026 00:35:27.866>
<5> <YO134VX> <19/01/2026 00:45:27.866>
<1> <AY414SR> <19/01/2026 00:08:07.883>
<2> <AY414SR> <19/01/2026 00:17:43.883>
<1> <LR044UB> <19/01/2026 00:08:41.468>
<2> <LR044UB> <19/01/2026 00:19:18.636>
<3> <LR044UB> <19/01/2026 00:31:52.680>
<4> <LR044UB> <19/01/2026 00:40:58.560>
<5> <LR044UB> <19/01/2026 00:49:59.334>
<6> <LR044UB> <19/01/2026 00:59:22.357>
<1> <QP428OG> <19/01/2026 00:07:57.246>
<2> <QP428OG> <19/01/2026 00:14:53.911>
<3> <QP428OG> <19/01/2026 00:22:10.275>
<4> <QP428OG> <19/01/2026 00:30:25.433>
<5> <QP428OG> <19/01/2026 00:41:52.591>
<3> <DR096WT> <19/01/2026 00:19:10.855>
<4> <DR096WT> <19/01/2026 00:29:15.832>
<5> <DR096WT> <19/01/2026 00:38:04.550>
<4> <SL339AL> <19/01/2026 00:28:35.257>
<5> <SL339AL> <19/01/2026 00:35:39.766>
<6> <SL339AL> <19/01/2026 00:42:35.951>
<1> <PE351SP> <19/01/2026 00:06:53.551>
<2> <PE351SP> <19/01/2026 00:19:34.483>
<1> <XQ922VC> <19/01/2026 00:03:20.189>
<2> <XQ922VC> <19/01/2026 00:13:56.762>
<0> <WS008BM> <18/01/2026 23:57:11.020>
<1> <WS008BM> <19/01/2026 00:09:14.060>
<2> <WS008BM> <19/01/2026 00:16:01.789>
<3> <WS008BM> <19/01/2026 00:23:37.347>
<4> <VW496IE> <19/01/2026 00:27:55.178>
<1> <ML057BE> <19/01/2026 00:05:58.333>
<2> <ML057BE> <19/01/2026 00:17:15.811>
<3> <BY212PT> <19/01/2026 00:24:43.917>
<4> <BY212PT> <19/01/2026 00:34:50.910>
<5> <BY212PT> <19/01/2026 00:46:29.178>
<1> <LY008ZH> <19/01/2026 00:04:01.922>
<2> <LY008ZH> <19/01/2026 00:10:53.351>
<3> <LY008ZH> <19/01/2026 00:18:39.876>
<4> <LY008ZH> <19/01/2026 00:26:21.414>
<3> <WJ346PO> <19/01/2026 00:18:26.314>
<6> <NR008LQ> <19/01/2026 00:56:35.275>
<0> <PT589QD> <18/01/2026 23:57:42.468>
<1> <PT589QD> <19/01/2026 00:06:03.027>
<2> <PT589QD> <19/01/2026 00:13:40.349>
<3> <PT589QD> <19/01/2026 00:26:51.967>
<3> <LM086GS> <19/01/2026 00:27:40.233>
<4> <LM086GS> <19/01/2026 00:34:46.363>
<5> <LM086GS> <19/01/2026 00:42:46.861>
<6> <TO024PG> <19/01/2026 00:48:28.736>
<3> <IT853SO> <19/01/2026 00:24:03.637>
<2> <UA683SD> <19/01/2026 00:10:14.512>
<3> <UA683SD> <19/01/2026 00:18:11.794>
<4> <UA683SD> <19/01/2026 00:27:17.249>
<6> <NV950EJ> <19/01/2026 00:43:21.807>
<5> <AL513ZV> <19/01/2026 00:38:11.869>
<6> <AL513ZV> <19/01/2026 00:46:45.497>
<1> <QE719NL> <19/01/2026 00:05:47.650>
<2> <QE719NL> <19/01/2026 00:17:14.340>
<3> <QE719NL> <19/01/2026 00:25:42.519>
<4> <QE719NL> <19/01/2026 00:40:20.567>
<5> <QE719NL> <19/01/2026 00:48:56.704>
<6> <QE719NL> <19/01/2026 00:56:41.220>
<3> <CL199KQ> <19/01/2026 00:27:40.987>
<4> <CL199KQ> <19/01/2026 00:36:25.000>
<5> <CL199KQ> <19/01/2026 00:43:09.495>
<3> <KA986KN> <19/01/2026 00:29:29.713>
<4> <KA986KN> <19/01/2026 00:36:43.447>
<5> <KA986KN> <19/01/2026 00:44:13.795>
<3> <ZV233WS> <19/01/2026 00:25:54.739>
<4> <ZV233WS> <19/01/2026 00:32:32.529>
<4> <LF143OL> <19/01/2026 00:30:11.354>
<5> <LF143OL> <19/01/2026 00:42:26.048>
<5> <DV700KK> <19/01/2026 00:41:51.027>
<4> <VO065BM> <19/01/2026 00:34:41.208>
<5> <VO065BM> <19/01/2026 00:47:16.667>
<4> <RJ661HK> <19/01/2026 00:38:42.093>
<1> <IC557WA> <19/01/2026 00:05:44.287>
<2> <IC557WA> <19/01/2026 00:15:01.917>
